text,label,words
101种方法找到你的TA,8,101 种 方法 找到 你 的 TA
嗜赌者被法院判决禁入娱乐场所免沾赌,5,嗜 赌者 被 法院 判决 禁入 娱乐场所 免沾赌
央行行长助理：人民币结算中心确定在香港试点,0,央行 行长 助理 ： 人民币 结算 中心 确定 在 香港 试点
国土部督察批而未用土地,1,国土 部 督察 批而 未用 土地
午后：美股涨跌不一 能源股普涨,2,午后 ： 美股 涨跌 不 一   能源 股普涨
成龙为奥运停掉所有电影 录制歌曲随叫随到(图),9,成龙 为 奥运 停掉 所有 电影   录制 歌曲 随叫随到 ( 图 )
《全球使命》游戏彩蛋比游戏更加有趣,8,《 全球 使命 》 游戏 彩蛋 比 游戏 更加 有趣
聋哑妹妹写博客寻人找回失踪20年姐姐(组图),5,聋哑 妹妹 写 博客 寻人 找回 失踪 20 年 姐姐 ( 组图 )
料恒指短期续在高位13800至14300区域徘徊,2,料 恒指 短期 续 在 高位 13800 至 14300 区域 徘徊
哈林接受吴君如访问 默认在办离婚手续(图),9,哈林 接受 吴君如 访问   默认 在 办 离婚 手续 ( 图 )
英超后卫为蒿俊闵发挥惊诧：他是谁？ 该来我们这,7,英超 后卫 为 蒿俊闵 发挥 惊诧 ： 他 是 谁 ？   该来 我们 这
国泰基金获批7亿外汇额度,0,国泰 基金 获批 7 亿 外汇 额度
科技巨头掀起欧洲游说大战：危及微软地位,4,科技 巨头 掀起 欧洲 游说 大战 ： 危及 微软 地位
华东理工大学MBA面试首家测试CEO潜质,3,华东理工大学 MBA 面试 首家 测试 CEO 潜质
台湾拟将人民币纳入外汇储备体系,6,台湾 拟将 人民币 纳入 外汇储备 体系
新国奥后备军难寻亮点 负澳洲虎再显中国足球之患,7,新 国奥 后备军 难寻 亮点   负 澳洲 虎 再 显 中国 足球 之患
湘财证券：反弹或已结束,2,湘财 证券 ： 反弹 或 已 结束
微软体感设备Kinect于2012年推出PC版,8,微软 体感 设备 Kinect 于 2012 年 推出 PC 版
上班族考研 突击阶段需抓真题(图),3,上班族 考研   突击 阶段 需抓 真题 ( 图 )
2011年中国女子职业巡回赛上海精英赛详细日程,7,2011 年 中国 女子 职业 巡回赛 上海 精英赛 详细 日程
小心低风险基金软肋,0,小心 低 风险 基金 软肋
《富春山居图》9月开机 刘德华加盟变身亚洲007,9,《 富春山 居图 》 9 月 开机   刘德华 加盟 变 身 亚洲 007
穿越火线百城告捷 汉宫电竞首夺冠军,8,穿越 火线 百城 告捷   汉宫 电 竞首 夺冠军
范冰冰罢演惹纠纷 孙悦抵重庆紧急救场(图),9,范冰冰 罢演 惹 纠纷   孙悦 抵 重庆 紧急 救场 ( 图 )
希拉里结束对日本访问前往印度尼西亚,6,希拉里 结束 对 日本 访问 前往 印度尼西亚
央行上调存准率0.5个百分点 加息敏感点再现,0,央行 上调 存准 率 0.5 个 百分点   加息 敏感点 再现
银十中期小户型集中放量 周末淘轨道旁低价盘,1,银十 中期 小户型 集中 放量   周末 淘 轨道 旁 低价 盘
国乒文体恋由来已久 徐寅生开先河王励勤绯闻不断,7,国乒 文体 恋 由来已久   徐寅生 开 先河 王励勤 绯闻 不断
保利2009拿地资金100亿 半年售200亿没问题,1,保利 2009 拿 地 资金 100 亿   半年 售 200 亿没 问题
黎姿被传怀胎两月 现身农贸市场买菜(组图),9,黎姿 被 传 怀胎 两月   现身 农贸市场 买菜 ( 组图 )
汇源股价周五再挫9.792% 复牌后已连跌两日,2,汇源 股价 周五 再 挫 9.792%   复牌 后 已 连 跌 两日
图文：卡恩软禁期租住豪宅挂牌出售 要价1399万,2,图文 ： 卡恩 软禁 期 租住 豪宅 挂牌 出售   要价 1399 万
疑犯因口角杀害一家6口潜逃18年后被捕,5,疑犯 因 口角 杀害 一家 6 口 潜逃 18 年 后 被捕
推销员接受大脑手术后变成画家,5,推销员 接受 大脑 手术 后 变成 画家
世界最长铁路隧道在瑞士开通全长57公里,6,世界 最长 铁路 隧道 在 瑞士 开通 全长 57 公里
规模恐惧症再现 21只股基紧急限购,0,规模 恐惧症 再现   21 只 股基 紧急 限购
长城证券：低价重组股出风头,2,长城 证券 ： 低价 重组股 出风头
国乒教练员竞聘结果公布 孔令辉李隼辅佐施之皓,7,国乒 教练员 竞聘 结果 公布   孔令辉 李隼 辅佐 施之皓
计生委主任出书反映官员性问题,5,计生委 主任 出书 反映 官员 性 问题
旱情之下麦价上涨预期浓 须防游资借机炒作,0,旱情 之下 麦价 上涨 预期 浓   须防 游资 借机 炒作
魏明伦批赵忠祥18首诗为“伪律诗”有七处错,9,魏明伦 批 赵忠祥 18 首诗 为 “ 伪 律诗 ” 有 七处 错
我国2010年底解决破产国企退休人员医保问题,6,我国 2010 年底 解决 破产 国企 退休 人员 医保 问题
顺义富力湾余6套独栋别墅元旦购房就送IPad,1,顺义 富力湾 余 6 套 独栋 别墅 元旦 购房 就 送 IPad
降息通道下 结构性产品仍有赚钱机会,0,降息 通道 下   结构性 产品 仍 有 赚钱 机会
24倍光变小长焦 奥林巴斯SZ30上市2800元,4,24 倍 光变 小长 焦   奥林巴斯 SZ30 上市 2800 元
id首席执行官：谈3D立体游戏为时尚早,8,id 首席 执行官 ： 谈 3D 立体 游戏 为时尚早
一季度弱势盘整 私募较公募抗跌,0,一季度 弱势 盘整   私募 较公募 抗跌
《叛逆连队2》攀英国游戏销量榜首位,8,《 叛逆 连队 2 》 攀 英国 游戏 销量 榜首 位
陕西角球制造杀机铁腰头槌破门 方言解说激情十足,7,陕西 角球 制造 杀机 铁腰 头槌 破门   方言 解说 激情 十足
顺义红杉一品105平起精装2-4居均价17500,1,顺义 红杉 一品 105 平起 精装 2 - 4 居 均价 17500
曾荫权何厚铧启程赴京将出席奥运开幕式,6,曾荫权 何厚铧 启程 赴京 将 出席 奥运 开幕式
RAP巨星艾米纳姆倾情献唱《NBA 2K12》,8,RAP 巨星 艾 米纳姆 倾情 献唱 《 NBA   2K12 》
威廉今日将迎娶凯特 奥巴马布朗等未被邀请,3,威廉 今日 将 迎娶 凯特   奥巴马 布朗 等 未 被 邀请
广州期货1月26日早间直通车,0,广州 期货 1 月 26 日 早间 直通车
高价买地还是等待熊市 地产大腕激辩地王得失,1,高价 买地 还是 等待 熊市   地产 大腕 激辩 地 王 得失
曼联只剩2009最后的晚餐 英超第二漏勺红魔志在必得,7,曼联 只 剩 2009 最后 的 晚餐   英超 第二 漏勺 红魔 志在必得
香港市场今日交易提示,2,香港 市场 今日 交易 提示
职校学生不堪乙肝困扰野外服毒自杀,5,职校 学生 不堪 乙肝 困扰 野外 服毒自杀
欧美同学会首届留学报国杯乒乓赛在星河湾开球,1,欧美 同学会 首届 留学 报国 杯 乒乓 赛 在 星河湾 开球
北京升学带火租房市场 学校周边租金上浮10%,1,北京 升学 带火 租房 市场   学校 周边 租金 上浮 10%
童年中的蓝精灵 侠义中的《武林至尊》,8,童年 中 的 蓝精灵   侠义 中 的 《 武林 至尊 》
NBL再现激情广东德比 广州六穗为胜利临阵换外援,7,NBL 再现 激情 广东 德比   广州 六穗 为 胜利 临阵 换 外援
cn域名注册量从全球第二跌至第四,4,cn 域名 注册量 从 全球 第二 跌至 第四
09高考上海数学卷到底“难”在哪,3,09 高考 上海 数学 卷 到底 “ 难 ” 在 哪
杜邦公司电子与涂料产品利润超出预期,2,杜邦公司 电子 与 涂料 产品 利润 超出 预期
朝鲜6人吊唁团抵达首尔机场,6,朝鲜 6 人 吊唁 团 抵达 首尔 机场
利比亚反对派称卡扎菲长子穆罕默德已投降,6,利比亚 反对派 称 卡扎菲 长子 穆罕默德 已 投降
张东升：商品市场将进入反复整理结构,0,张东升 ： 商品 市场 将 进入 反复 整理 结构
《青龙珏》魔指族国庆大联欢,8,《 青龙 珏 》 魔 指族 国庆 大 联欢
北京网友微博曝乞讨儿照片 记者发现多人住同村,5,北京 网友 微博 曝 乞讨 儿 照片   记者 发现 多人住 同村
印度男子37年不洗澡被称为世上最臭者(组图),5,印度 男子 37 年 不 洗澡 被 称为 世上 最臭者 ( 组图 )
地处东三环内 临近地铁交通优势明显,1,地处 东三环 内   临近 地铁 交通 优势 明显
日本游戏公司Namco Bandai鼓励多生娃,8,日本 游戏 公司 Namco   Bandai 鼓励 多生 娃
《QQ华夏》跨服战奖励丰厚如何抱回家,8,《 QQ 华夏 》 跨 服战 奖励 丰厚 如何 抱 回家
冰岛火山灰可能导致欧洲500架航班取消,6,冰岛 火山灰 可能 导致 欧洲 500 架 航班 取消
《棒棒堂》你从未看到过的美图,8,《 棒棒 堂 》 你 从未 看到 过 的 美图
男子为阻父母离婚身缠鞭炮欲自杀,5,男子 为 阻 父母 离婚 身缠 鞭炮 欲 自杀
日本小公主已逐渐适应学校生活,6,日本 小 公主 已 逐渐 适应 学校 生活
阿的江休息室发飙半小时 输球后直言这仅是分区赛,7,阿的江 休息室 发飙 半小时   输球 后 直言 这仅 是 分区赛
驻日本使馆播放专题片揭露“世维会”行径,6,驻 日本 使馆 播放 专题片 揭露 “ 世维会 ” 行径
西北农林科技大学2010年普通本科生招生章程,3,西北农林科技大学 2010 年 普通 本科生 招生 章程
股指延续独立走势 指标股表现稳健,2,股指 延续 独立 走势   指标股 表现 稳健
《口袋精灵》新增银票摆摊功能,8,《 口袋 精灵 》 新增 银票 摆摊 功能
高三学生学习成绩高低受四因素制约,3,高三 学生 学习成绩 高低 受四 因素 制约
哈尔滨工业大学6日举行九十华诞庆典,3,哈尔滨工业大学 6 日 举行 九十 华诞 庆典
山西省将整改专升本考试存在问题,3,山西省 将 整改 专升本 考试 存在 问题
原油新高面前歇歇脚 上涨态势并未改变,0,原油 新高 面前 歇歇脚   上涨 态势 并未 改变
旋转QWERTY键盘 Acer智能新机谍照曝光,4,旋转 QWERTY 键盘   Acer 智能 新机 谍 照曝光
克鲁伊夫：卡佩罗令英格兰失色 西班牙才是真巴西,7,克鲁伊夫 ： 卡佩罗 令 英格兰 失色   西班牙 才 是 真 巴西
徐克谈中国电影发展：发扬武侠文化 善用3D技术,9,徐克 谈 中国 电影 发展 ： 发扬 武侠 文化   善用 3D 技术
哨声令阿的江一度失控 当场怒斥裁判：你就这样吹,7,哨声 令 阿的江 一度 失控   当场 怒斥 裁判 ： 你 就 这样 吹
iPhone5失约产品线不足意图进军低端,8,iPhone5 失约 产品线 不足 意图 进军 低端
郭富城冬日开唱清凉上阵 透视装性感出位(组图),9,郭富城 冬日 开唱 清凉 上阵   透视装 性感 出 位 ( 组图 )
高盛预计葡萄牙将是欧元区最后一个求援国,2,高盛 预计 葡萄牙 将 是 欧元区 最后 一个 求援 国
每逢佳节倍思亲 支持视频通话3G手机推荐,4,每逢佳节倍思亲   支持 视频 通话 3G 手机 推荐
挑战GM《晶灵OL》神兽认主 喜从天降,8,挑战 GM 《 晶灵 OL 》 神兽 认主   喜从天降
2010年考研数学新大纲变化预测,3,2010 年 考研 数学 新 大纲 变化 预测
6分钟可蒸熟5只鸡蛋 ACA蒸蛋器现179元,4,6 分钟 可 蒸熟 5 只 鸡蛋   ACA 蒸蛋 器现 179 元
妻子和丈夫打架之后喝下两瓶敌敌畏,5,妻子 和 丈夫 打架 之后 喝下 两瓶 敌敌畏
金质生活向阳绽放 金域华府精装样板示范区开放,1,金质 生活 向阳 绽放   金域 华府 精装 样板 示范区 开放
手机网游《女儿国OL》练宠小攻略,8,手机 网游 《 女儿国 OL 》 练宠 小 攻略
周星驰透露明年开拍体育动作片(图),9,周星驰 透露 明年 开拍 体育 动作片 ( 图 )
吉格斯：兵败罗马不会影响新赛季 曼城花钱买不来冠军,7,吉格斯 ： 兵败 罗马 不会 影响 新 赛季   曼城 花钱买 不 来 冠军
男子因儿子高考考砸袭击交警致其骨折,5,男子 因 儿子 高考 考 砸 袭击 交警 致其 骨折
中职课改上海品牌：教学与社会需求零距离,3,中职 课改 上海 品牌 ： 教学 与 社会 需求 零距离
《笑着活下去》获年度大奖 制片人陈勇押宝新剧,9,《 笑 着 活下去 》 获 年度 大奖   制片人 陈勇 押宝 新剧
独家盘点6月北京土地市场三宗最,1,独家 盘点 6 月 北京 土地 市场 三宗 最
德甲-劳尔梅开二度亨特拉尔破门 沙尔克3-0主场首胜,7,德甲 - 劳尔 梅开二度 亨特 拉尔 破门   沙尔克 3 - 0 主场 首胜
醉酒男女买衣服起冲突后带人砸店,5,醉酒 男女 买 衣服 起 冲突 后 带 人 砸 店
儿科医生借体检性虐待女童(图),5,儿科医生 借 体检 性虐待 女童 ( 图 )
方正证券去年上缴国税9.9亿,2,方正 证券 去年 上缴 国税 9.9 亿
出售豪宅周转 盘点娱乐圈穷星,1,出售 豪宅 周转   盘点 娱乐圈 穷星
谭卓朋克造型抢镜 将加盟贾樟柯新片,9,谭卓 朋克 造型 抢镜   将 加盟 贾樟柯 新片
系统风险压制 连塑陷低位震荡,0,系统 风险 压制   连塑陷 低位 震荡
德甲-拜仁榜眼战客场1-5狼堡 创7年联赛最惨失利,7,德甲 - 拜仁 榜眼 战 客场 1 - 5 狼堡   创 7 年 联赛 最惨 失利
任志强：市场供求关系将更恶化,1,任志强 ： 市场 供求关系 将 更 恶化
斯洛伐克23人名单：哈姆西克领衔 切尔西天才入选,7,斯洛伐克 23 人 名单 ： 哈姆 西克 领衔   切尔西 天才 入选
兽兽复出遭质疑：网络红人越坏越挣钱？,9,兽兽 复出 遭 质疑 ： 网络红人 越坏 越 挣钱 ？
外贸现积极变化 支持股市中期向好,2,外贸 现 积极 变化   支持 股市 中期 向 好
惊人 春节前后10天21只基金换帅,0,惊人   春节 前后 10 天 21 只 基金 换帅
福建泉州中考成绩7月16日左右揭晓,3,福建 泉州 中考 成绩 7 月 16 日 左右 揭晓
舒淇醉吻张震 看到记者拍照举胜利手势(图),9,舒淇 醉 吻 张震   看到 记者 拍照 举 胜利 手势 ( 图 )
组图：泳儿担任亲善大使 首次乘热气球心情紧张,9,组图 ： 泳儿 担任 亲善大使   首次 乘 热气球 心情 紧张
澳洲电讯新任CEO薪水比前任缩水31%,4,澳洲 电讯 新任 CEO 薪水 比 前任 缩水 31%
爱Q版爱新玩法《桃园》52家MM公会入驻,8,爱 Q版 爱新 玩法 《 桃园 》 52 家 MM 公会 入驻
国防部希望外界理性看待中国武器装备发展更新,6,国防部 希望 外界 理性 看待 中国 武器装备 发展 更新
大S汪小菲婚礼被批“整媒体” 张兰采访成广告,9,大S 汪小菲 婚礼 被 批 “ 整 媒体 ”   张兰 采访 成 广告
城商行股权天价叫卖 挂牌价PB远超上市银行,0,城商行 股权 天价 叫卖   挂牌价 PB 远超 上市 银行
高考引发考点周边房源火爆,1,高考 引发 考点 周边 房源 火爆
小将军：骑士难有大出息 想夺冠詹姆斯该考虑火箭,7,小 将军 ： 骑士 难有 大 出息   想 夺冠 詹姆斯 该 考虑 火箭
世界足坛待嫁王老五：埃里克松等(组图),3,世界足坛 待嫁 王老五 ： 埃里克松 等 ( 组图 )
美国3月新屋开建数字大降10.8%,2,美国 3 月 新屋 开建 数字 大降 10.8%
丑陋巴西呼唤一个巨星名字 若带小罗去世界杯会如何？,7,丑陋 巴西 呼唤 一个 巨星 名字   若带 小罗去 世界杯 会 如何 ？
温家宝致电祝贺非洲联盟首脑会议召开,6,温家宝 致电 祝贺 非洲联盟 首脑会议 召开
香河京汉君庭5月推51平起1-3居登记享优惠,1,香河 京汉 君庭 5 月 推 51 平起 1 - 3 居 登记 享 优惠
“失踪”传闻被破 广之旅董事长现身,4,“ 失踪 ” 传闻 被 破   广之旅 董事长 现身
奇幻RPG《夸父传说2》即将震撼发布,8,奇幻 RPG 《 夸父 传说 2 》 即将 震撼 发布
首批一对多销售暗战客户资源,0,首批 一对 多 销售 暗战 客户资源
美元再度被上涨 聚焦周五德法首脑会议,2,美元 再度 被 上涨   聚焦 周五 德法 首脑会议
中组部：86亿抗震救灾特殊党费已下拨灾区,6,中组部 ： 86 亿 抗震救灾 特殊 党费 已 下拨 灾区
顶级单反给你自信 尼康D300单机9750元,4,顶级 单反 给 你 自信   尼康 D300 单机 9750 元
媒体称两岸同意共拒小国借口“建交”勒索,6,媒体 称 两岸 同意 共拒 小国 借口 “ 建交 ” 勒索
伊拉克向新婚夫妇出租萨达姆睡床吸引游客,6,伊拉克 向 新婚夫妇 出租 萨达姆 睡床 吸引 游客
绝对HOLD住 游戏中被忽略的武林高手,8,绝对 HOLD 住   游戏 中 被 忽略 的 武林高手
小贷公司结盟险商 草根金融欲试水保险兼业代理,0,小贷 公司 结盟 险商   草根 金融 欲 试水 保险 兼业 代理
美国加利福尼亚发生4.4级地震,6,美国 加利福尼亚 发生 4.4 级 地震
低价震撼 康佳32寸液晶下滑至2699元,4,低价 震撼   康佳 32 寸 液晶 下滑 至 2699 元
凤凰城公开赛次轮盖尼单独领先 米克尔森落后4杆,7,凤凰 城 公开赛 次 轮盖 尼 单独 领先   米克尔 森 落后 4 杆
精确做空沪铜期货 云南铜业6天获利超过4000万,0,精确 做空 沪 铜期货   云南铜业 6 天 获利 超过 4000 万
今夏Z流行 联想Z470A-ITH售价4299元,4,今夏 Z 流行   联想 Z470A - ITH 售价 4299 元
国安史上首次姿态软着陆 排名飙升演绎新版争第一,7,国安 史上 首次 姿态 软着陆   排名 飙升 演绎 新版 争 第一
英足总指控温格语言行为不当 教授面临罚款加禁赛一场,7,英足 总 指控 温格 语言 行为 不当   教授 面临 罚款 加 禁赛 一场
色情团伙招募200名女性裸聊被端,5,色情 团伙 招募 200 名 女性 裸聊 被 端
日本政府计划向日航提供77亿美元贷款担保,2,日本政府 计划 向 日航 提供 77 亿美元 贷款 担保
北控水务半年多赚2.5倍至1.4亿元 不派息,2,北控 水务 半年 多 赚 2.5 倍 至 1.4 亿元   不 派息
微软第一季度仅售出160万部智能手机,4,微软 第一季度 仅 售出 160 万部 智能手机
浙江东日：业绩平稳增长 储备较少堪忧,2,浙江 东日 ： 业绩 平稳 增长   储备 较 少 堪忧
甄子丹《十月围城》扮相曝光 三小时完成造型,9,甄子丹 《 十月 围城 》 扮相 曝光   三 小时 完成 造型
三农问题是政策关注重点,2,三农问题 是 政策 关注 重点
2012研究生入学考试变化 7类专业初试取消政治,3,2012 研究生 入学考试 变化   7 类 专业 初试 取消 政治
交易双边收费 期货公司收入不升反降,0,交易 双边 收费   期货 公司 收入 不升反降
债务谈判僵持不下 美国会否重蹈拉美危机覆辙,2,债务 谈判 僵持不下   美国会 否 重蹈 拉美 危机 覆辙
男青年为给女友筹集医药费拦路抢劫,5,男青年 为 给 女友 筹集 医药费 拦路抢劫
天津房交会前3天成交866套 小户型二手房抢手,1,天津 房交会 前 3 天 成交 866 套   小户型 二手房 抢手
基金从业人员博客微博或将纳入监管,0,基金 从业人员 博客 微博 或 将 纳入 监管
创新基金又布一子 瑞和小康瑞和远见今上市,0,创新 基金 又布 一子   瑞 和 小康 瑞 和 远见 今 上市
艺人贺一航再嫖妓兼吸毒 被罚100小时义务劳动,9,艺人 贺一航 再 嫖妓 兼 吸毒   被 罚 100 小时 义务劳动
网络创业团队自曝策划凤姐犀利哥事件(组图),5,网络 创业 团队 自 曝 策划 凤姐 犀利 哥 事件 ( 组图 )
《暗红1936》即将开机 邓超王学兵争演男一号,9,《 暗红 1936 》 即将 开机   邓超王 学兵 争演 男一号
百位基民欲集体诉讼上投摩根,0,百位 基民 欲 集体 诉讼 上 投 摩根
7月24日美股专家坐堂实录,2,7 月 24 日美股 专家 坐堂 实录
万银证券：核电股延续反弹趋势,2,万银 证券 ： 核电 股 延续 反弹 趋势
出租车撞上大客车被拖出50米远,5,出租车 撞 上 大客车 被 拖 出 50 米 远
《地下城守护者世界》打响金翎争夺战,8,《 地下城 守护者 世界 》 打响 金翎 争夺战
黑龙江本科二批院校录取分数线(十一),3,黑龙江 本科 二批 院校 录取 分数线 ( 十一 )
解密：托福官方考试页面重大改版,3,解密 ： 托福 官方 考试 页面 重大 改版
高考期间青海将有降雨 提醒考生注意天气变化,3,高考 期间 青海 将 有 降雨   提醒 考生 注意 天气 变化
阿森纳全军血战队魂临阵脱逃 永难比杰拉德!5千万可卖,7,阿森纳 全军 血战 队魂 临阵脱逃   永难 比 杰拉德 ! 5 千万 可卖
朝阳富力又一城85平精装2居均价23000全款99折,1,朝阳 富力 又 一城 85 平 精装 2 居 均价 23000 全款 99 折
大豆保卫战引出激辩：能否押宝转基因,0,大豆 保卫战 引出 激辩 ： 能否 押宝 转基因
中端单反人气之选 佳能550D套机4415元,4,中端 单反 人气 之选   佳能 550D 套机 4415 元
7折抢房 抄底燕莎,1,7 折 抢房   抄底 燕莎
公务员妻女扒光第三者衣服火烧其下身被捕,5,公务员 妻女 扒光 第三者 衣服 火烧 其 下身 被捕
求伯君否认金山与腾讯洽谈合作运营游戏,4,求伯君 否认 金山 与 腾讯 洽谈 合作 运营 游戏
汉武大帝推死亡竞赛战场存活技巧揭秘,8,汉武大帝 推 死亡 竞赛 战场 存活 技巧 揭秘
韩国驳斥朝鲜否认向延坪岛附近海域开炮说法,6,韩国 驳斥 朝鲜 否认 向 延坪岛 附近 海域 开炮 说法
认可政策性粮食收购价 黑龙江农民排队售粮,0,认可 政策性 粮食 收购价   黑龙江 农民 排队 售粮
关注中美经济对话 美元跌至两个月最低,0,关注 中 美 经济 对话   美元 跌至 两个 月 最低
教育部：部分高考科目拟一年多考,3,教育部 ： 部分 高考 科目 拟 一年 多考
江西省2009年高考高职专科院校共招生118991名,3,江西省 2009 年 高考 高职 专科 院校 共 招生 118991 名
京西豪宅倍受青睐 亿城燕西华府排名前列,1,京西 豪宅 倍受青睐   亿城燕 西华 府 排名 前列
《南下南下》转战武汉 “新郎官”于震随军南下,9,《 南下 南下 》 转战 武汉   “ 新郎官 ” 于震 随军 南下
2011年同济大学硕士生招生专业目录及初试科目,3,2011 年 同济大学 硕士生 招生 专业 目录 及 初试 科目
顺义北京苏活三区五区10月开盘推低密度65平3居,1,顺义 北京 苏活 三区 五区 10 月 开盘 推 低密度 65 平 3 居
卡佩罗从严治军动真格 驻地安装探头监控队员行踪,7,卡佩罗 从严 治军 动真格   驻地 安装 探头 监控 队员 行踪
伊拉克自杀式爆炸已致28死58伤,6,伊拉克 自杀式 爆炸 已致 28 死 58 伤
网博会上演《山海奇缘》禹硕展台效果,8,网 博会 上演 《 山海 奇缘 》 禹硕 展台 效果
中国概念股周二早盘普涨 百度分众涨幅达8%,4,中国 概念股 周二 早盘 普涨   百度 分众 涨幅 达 8%
中国网游模式将在全球开花结果：或进巴西印度,4,中国 网游 模式 将 在 全球 开花结果 ： 或进 巴西 印度
杨丞琳争偶像剧一姐 大讲姐妹淘林依晨是非(图),9,杨丞琳争 偶像剧 一姐   大讲 姐妹 淘 林依晨 是非 ( 图 )
股基募集偏小局面本周改观,0,股基 募集 偏小 局面 本周 改观
岁末收官DBC加州小镇把臻品户型尽数推出,1,岁末 收官 DBC 加州 小镇 把臻品 户型 尽数 推出
英媒利物浦球员评分钝刀开刃并肩杰拉德 红军两低分,7,英媒 利物浦 球员 评分 钝刀 开刃 并肩 杰拉德   红军 两 低分
TCL集团梳理产业布局 TCL光电转给TCL多媒体,2,TCL 集团 梳理 产业布局   TCL 光电 转给 TCL 多媒体
桂纶镁剪彩穿透视装秀文胸 周渝民为其解围(图),9,桂纶 镁 剪彩 穿 透视装 秀 文胸   周渝民 为 其 解围 ( 图 )
2010年自考组织行为学考前复习资料,3,2010 年 自考 组织 行为学 考前 复习资料
暴风雨侵袭澳大利亚东部造成数万居民断电,6,暴风雨 侵袭 澳大利亚 东部 造成 数万 居民 断电
系统风险压顶沪胶难展拳脚,0,系统 风险 压顶 沪胶 难展 拳脚
目标软件首款原创FPS网游联姻175平台,8,目标软件 首款 原创 FPS 网游 联姻 175 平台
保健院打错名字致男童误输他人药,5,保健院 打 错 名字 致 男童 误输 他人 药
女子变性后邂逅中学女同学并坠入爱河,5,女子 变性 后 邂逅 中学 女同学 并 坠入 爱河
渤海交易所将推出螺纹钢 热轧卷板连续现货交易,0,渤海 交易所 将 推出 螺纹钢   热轧卷 板 连续 现货交易
吊足胃口《质量效应3》首批截图公布,8,吊足 胃口 《 质量 效应 3 》 首批 截图 公布
高洪波勒沃库森求医问药 向德甲名帅讨教足球的真谛,7,高洪波 勒沃库森 求医问药   向 德甲 名帅 讨教 足球 的 真谛
《九州online》开年精彩不间断,8,《 九州 online 》 开年 精彩 不间断
首曝《云之遥》简体豪华版内容物,8,首 曝 《 云 之遥 》 简体 豪华版 内容 物
广东省篮球队55周年宴会举行 六代篮球人齐聚一堂,7,广东省 篮球队 55 周年 宴会 举行   六代 篮球 人 齐聚一堂
位于大兴核心区域 紧邻地铁大兴线出行便利,1,位于 大兴 核心 区域   紧邻 地铁 大兴 线 出行 便利
美联储是否是通胀引擎,2,美联储 是否是 通胀 引擎
10倍光变带广角 尼康S8000长焦卡片促销,4,10 倍 光变 带 广角   尼康 S8000 长焦 卡片 促销
指数基金再度开闸,0,指数 基金 再度 开闸
中国元素成网游业投资热点,4,中国 元素 成 网游 业 投资 热点
新估值办法今起实施 基金业绩重新洗牌,0,新 估值 办法 今起 实施   基金 业绩 重新 洗牌
专家点评2009年十大国际新闻,6,专家 点评 2009 年 十大 国际 新闻
奥林巴斯前高管因涉欺诈或面临最多十年刑罚,2,奥林巴斯 前高管 因涉 欺诈 或 面临 最 多 十年 刑罚
3000点下众生相：高盛唱多社保做多 基金调仓,0,3000 点下 众生相 ： 高盛 唱 多 社保 做 多   基金 调仓
推荐谁上北大 校长多“弃权”(图),3,推荐 谁 上 北大   校长 多 “ 弃权 ” ( 图 )
东五环富力又一城88平两居在售均价13500元(图),1,东五环 富力 又 一城 88 平两居 在 售 均价 13500 元 ( 图 )
韩媒称朝鲜欲将两座岛屿租给中国打造朝版香港,6,韩媒称 朝鲜 欲 将 两座 岛屿 租给 中国 打造 朝版 香港
华南师大否认开除当二奶女生 称最重为留校察看,5,华南师大 否认 开除 当 二奶 女生   称 最重 为 留校察看
国元香港：舜宇光学业绩稳步增长,2,国元 香港 ： 舜宇 光学 业绩 稳步增长
李克勤拍摄《似曾相识》MV 大玩吸血迷情(图),9,李克勤 拍摄 《 似曾相识 》 MV   大玩 吸血 迷情 ( 图 )
法拉利周四将召开新闻发布会 宣布联姻桑坦德银行,7,法拉利 周四 将 召开 新闻 发布会   宣布 联姻 桑坦德 银行
火箭爆冷一胜间接助力热火 白热军团首登东部榜首,7,火箭 爆冷 一胜 间接 助力 热火   白热 军团 首登 东部 榜首
校工诱骗9岁女孩玩躲猫猫对其进行猥亵,5,校工 诱骗 9 岁 女孩 玩 躲猫猫 对 其 进行 猥亵
默克尔领导政党在汉堡选举中落败,6,默克尔 领导 政党 在 汉堡 选举 中 落败
楼房顶部水池坍塌致1死续：系煤气泄漏引起爆炸,5,楼房 顶部 水池 坍塌 致 1 死续 ： 系 煤气 泄漏 引起 爆炸
黄金历史性转折：3个月获利26%,0,黄金 历史性 转折 ： 3 个 月 获利 26%
曾参演残奥会女孩疑遭拐骗续：自称被绑架,5,曾 参演 残奥会 女孩 疑遭 拐骗 续 ： 自称 被 绑架
西甲-潜水艇领先2球憾平仍第4 瓦伦西亚1-2主场落败,7,西甲 - 潜水艇 领先 2 球憾 平 仍 第 4   瓦伦西亚 1 - 2 主场 落败
留学生坐窗台饮酒坠楼造成多处骨折,5,留学生 坐 窗台 饮酒 坠楼 造成 多处 骨折
《统一》公测一起准备好来抢钱,8,《 统一 》 公测 一起 准备 好来 抢钱
华安副总裁韩勇提出辞职 将出任华泰柏瑞总经理,0,华安 副总裁 韩勇 提出 辞职   将 出任 华泰 柏瑞 总经理
巨人公平游戏模式 交易税成收入来源,8,巨人 公平 游戏 模式   交易税 成 收入 来源
